14106	10800,10818,11043,11205,12032,12103,13000,14073,14302,14310,14506,14509,14512,14513,2822,4728,5913
6256	10810
10808	14073,14305
9174	10562,10605,11202,12103,14309,14310,7722,9369
12107	10562,10736,10818,11203,12101,12105,12109,13000,13039,14103,14107,14305,14307,14310,14500,14504,14508,1569,4898,6256,7847,8764,9369
10808	10147,10557,10818,4898
14100	10605,10823,11043,11200,11203,12032,12039,12105,12109,13000,13050,13101,14077,14103,14104,4898,6256,6442,660
4812	10605
14105	10823,14303
13101	10810,14108
14100	10605,10818,11029,11205,12104,2267,9369
5913	12100,13101,14501,1721,9369
14310	10736,14106,14503,1721
10715	10736,11205,14108,14500,14503,660,7847,9369
14077	10557,11029,11202,14512,2267
10513	10450,12101
10808	13000,13039,14073,14502,4728,4898,6256
9369	10450,10513,10557,10736,10802,10810,10823,11029,11044,11048,11200,11202,11204,12100,12101,12109,1252,13050,13101,14077,14100,14101,14103,14105,14106,14107,14108,14302,14303,14304,14308,14309,14501,14503,14504,14506,14510,14511,14512,14513,1482,2267,2822,3658,4851,6151,660,8883,9174
12107	10147,10513,10562,10736,10823,11043,11044,11203,12032,12105,12109,13000,13050,14307,14308,14504,14513,1721,2822,4898,6256,7847,9369
14501	12101,7638
14107	10450,10557,10736,10818,11043,12105,12109,13039,14101,14513,14514,14516,7722
13000	12103,14104
14503	14504
4812	10557,10605,10800,11029,14103,14303,14510
2267	10823,12101,14506
14107	10605
10818	10147,10736,14310,1482,4728,7722
14106	14502,14504
10800	14102,4728,9174
11205	10605,10808,12103,14304,4898,7847
14105	10557,14107,14512,2267,3658,9369
1252	12103,14103,14502,14516,4898
11201	10535,10557,10605,10808,10810,10817,10818,10823,11203,12100,12101,12104,12105,13000,13050,14108,14300,14307,14310,14502,14506,14513,1569,4898,6256,8764
11202	11029,12107
14506	10450,10513,11203,12100,12101,14105,14106,14501,14504,14512,2267,4728,6256
14309	14307,9369
14300	12039,12109,13101,14105,14107,14302,14303,14514,2822
14508	10557,11043,12039,12103,12105,12107,13050,14500,14502,14504,14506,14510,14513,2267,3824,4898,7722,9369
7722	10147,10562,10605,11043,12105,13050,14073,14103,14106,14307,14508,4898,7847,8764,9369
14309	10147,10535,10818,11043,11203,11205,12105,13101,14307,14308,14513,4728,4898
11205	14108,3824,4851,4898,6151,7847,9369
10535	4728
14077	12109,14103,14303,14503,14510,1482,3658
10535	10562,10818,11029,12103,13050,14307,14308,14500,14508,1569,4898,7722
10147	10535,10736,10808,10818,11043,14508,1569,4728,4898
10605	10810,12039,13039,14103,14310,2822,8764
12103	10535,10823,11201,11205,14107,14303,14504,14506,14510
7847	10147,10450,10513,10562,10605,10736,10800,10810,10818,11202,11203,11204,12039,1252,13000,14102,14106,14107,14307,14309,14502,14508,14515,2267,4728,4812,4851,4898,6256,6442
13000	14104
14102	10147,10535,10557,10605,10808,12103,13000,13050,14307,14513,1569,4812,4898
10147	10818,14073,1569
10450	1252
7638	4898,7847
14502	13000
7847	11204
11044	10513,10557,10823,11029,11200,11202,11205,12107,12109,13050,14077,14103,14105,14108,14303,14503,14504,14506,14510,14511,2267,3658,3824,9369
11200	14509
14302	3658
14307	12100,14516,8883
13102	11043,14302,14512,1482
11043	10535,14107,14506,3824,4898,5767,7847
9369	10513,11203,14303,14307,14503,7722
14300	10535,14077,14303,14307,14508,14512,14513,1482,4728,6151,9369
11204	10450,10513,10562,10736,10810,10818,10823,11029,11048,11200,11202,12100,12104,12109,13050,1366,14077,14105,14108,14300,14302,14308,14310,14500,14503,14508,14509,14511,14513,14514,1569,1721,2267,2822,7722,8764,8883,9174,9369
14305	14073,6442
12109	3658
660	10823
10605	12101
14309	10147,10557,10605,10736,10800,10810,10818,11029,11043,11203,12039,12100,12105,1252,13000,13101,14105,14107,14307,14308,14310,14502,14503,14513,1569,1721,2267,3658,4728,4812,4851,5913,6256,6442,7722,9369
1721	10147,10818,11201,11205,12039,12104,13101,14100,14102,14103,14304,14502,4728,4898,7722
14103	10562,12105,7722
11029	12103,14106,14506,14516
12107	10450,10513,10562,10605,10736,10800,10808,10823,11029,11043,11202,11203,12039,12104,1252,13000,13101,14077,14100,14102,14104,14106,14107,14302,14303,14305,14307,14308,14504,14510,14511,14512,1482,1721,2267,6256,660,9369
10147	10736,10808,10818,11043,11203,13101,14103,14300,14502,14504,14516,1721,4898,5913,6256,7722,9369
10818	10808
10535	10562,10800,11043,11201,13000,13050,14102,14104,14513,14516,1569,4851,5913,7722
14502	10816,12105,14104,14106,14107,14503,660
14103	11205,12039,14305
14305	12039,12105,14103,14104,6442
10823	14510
9174	12039,12100,12103,14102
1721	11029,11202,11203,12039,12107,14511,4851
12107	11203,12109
13050	10557,12100,14503,14508,14513,7722
14309	13101
9174	14309,14512
5767	14304
7722	10562,10715,10808,11043,12105,1252,13050,14305,14502,4728
10605	4812
14103	14303,14502,14503,14510
9174	14105,14106
10817	9369
14508	10147,10535,10736,10808,10816,10823,11201,11203,11205,12032,12105,13102,14106,14107,14300,14302,14309,14502,14504,14509,14513,1721,3824,4898,660,6831,7847,8764
11200	10450,10557,11029,11205,12101,13050,14103,14500,14501,14503,14504,14506,14510,14511,2267,3658,3824,4898
14103	10450,10513,11029,12101,12109,14100,14105,14303,14506,14510,3658,9369
