11042	10505,10545,10581,10596,10602,11022,11056,11064,11066,13005,13013,13036,13056,14018,14023,14024,14029,3224,4276
12003	10539,10581,10583,10595,10611,10640,10713,11056,11061,11064,12008,12011,12035,13035,13039,13040,14041,14068,7845
10597	13019
10705	10756,10757,11013,13001,13004,14051,3078,9322,948
2009	10551,10607,10785,11004,11061,12017,12040,12048,13004,13024,13035,6936
10783	10566,10587,10591,10722,10733,13027,14003,14020,14029
10586	10502,10579,10616,10626,10717,10771,11058,1154,12015,12033,12038,13005,13020,13021,13025,13047,13055,14057,226,3078,5495,6455,6548,9230
14039	10583,10737,10793,12040,13001,13004,13016,14017,14053,14067,2009
12040	10573,10713
12035	10569,10756,13009,14071,2009
3867	10583,11066,12040,12048,13020,13024,3171,7845
2706	10611,8032,9072
10793	13018
1265	10596,10733,14044,14050
93033	10500,10551,10583,10596,10607,10633,10640,10713,10727,11036,12040,12042,13004,13021,13031,13035,13039,13040,14008,14015,14039,14053,14072
14061	10596,10606,12017,3268
10756	10579,10585,12022,14026,14045
10710	11057
10717	10631,11057,12020
11041	10421,10539,10596,10599,11019,11027,11031,12016,13001,13011,13015,13037,13050,14019,14029,14039,14045,14068,267,7995,8084,830
13042	10446,10528,10771,12029,12041,12048,13036,14011,14056,14068,2525,3171
1154	10790,11019,13037,14043
4592	10766
10563	5436
12015	14033,14067,5101
10573	13001
11054	10611
13036	10767,11014,11027,11057,11066,12011,14013
948	10500,10605,10620,10713,11000,11011,11027,12000,12019,12036,12042,12047,13015,13026,13031,13032,14012,1763,3078,5929,7043,7343,8080,8084
2605	11013,6756
10505	10511
13003	10573
14005	10567,13056
7845	10566,14011
4957	11023,12006,13038,14026,4592,8247
12037	10512,10520,10553,10579,10717,11059,12022,13002,13011,13041,14003,14017,14062,2009,6756,7043
10585	13029,14022,2594
13001	10505,10511,10551,10588,10790,11061,11063,11064,12040,13021,14022,14055,6756,7043,91043
91043	14053
2594	10577,10585,10595,12008,12009,13004,13009,13011,13013,13030,13031,13035,14027,14068,6936,8010
14042	10551,10573,10713,10790,12019,12040,13011,13031,14051,14053,14076,4276
10572	10534,10723,10737,11056,14002,14025,14051,14059,4592
6860	10517,10530,10596,10598,10616,10638,11020,12006,12015,12029,12048,13005,13018,13042,14003,14028,14033,14043,14052,14057,14061,2009,2525,9240
11057	10706,11001,11014,11066,12011,12017,12018,12040,13002,13012,13048,14000,2525,4592
10091	10553,10598,10773,11002,11006,11021,11056,11058,12041,13015,13029,14007,14011,14046,14047
12003	12040,14008,14022,14050,4514
13008	12020
8549	10091,10391,10567,10599,10614,10719,10790,11037,12042,2525,4592,6455,8866
14000	10569,10574,10581,10605,10625,11002,11025,11066,12026,12029,12039,13001,13025,14003,14004,14007,14009,14015,14025,14039,14054,14059,6860,91043
14028	10391,10573,10621,10713,10757,10788,11041,11064,12000,12035,12040,13010,13031,13045,13048,14003,14007,14012,14029,14040,3171
8247	10566,12006,14060,3929,4592
10705	12031,13001,14051
14036	10551,10621,10784,12015,14039,14067
11027	10512,10521,12047,13016,13029
6455	14005
14042	10566,10613,10790,12008,14022,4276
93033	11021
11019	12013,12019,13040
2605	10599,14010,14060
13019	13020
2672	10550,10583,10640,10737,10767,10784,11020,11021,11035,11058,11060,12044,13010,13016,13018,14000,2752,3929,8247,9240,9241
10794	10500,10585,10595,13025,14010,14047,14053,14059,3830,9322
10540	10728,13015,13055,3769,9322,948
13001	2476
2329	10577,13004,13016,2513
8507	10567,10749,11031,11034,11047,11058,11063,12006,12012,12014,12022,12026,13002,13020,13026,14028,14061,6756,7043,7845,8247,8268,9551,9802
8672	10715,11032,11047,14036,3853,5098
11042	14013
14042	10505,10573,10577,10581,10583,10611,11041,12008,12018,12023,12040,13011,13016,13027,13048,14008,14010,14012,14021,14022,14038,14070,14071,3078
12019	10505,10713,11004,12008,12009,12013,12016,12040,12044,13001,13004,13013,13026,14029,1763,5929
10705	10421,10551,10585,10609,10621,10726,10737,10790,11004,11064,13013,13031,14008,14022,14074,7824,9017
1763	10521,10539,10592,10611,10788,11061,12003,13043,13049,2706,986
1154	3364
8032	10710,13037
13003	10500,10505,10511,10577,10596,10605,10705,10706,11004,11013,11027,11064,12013,12015,12040,12042,13004,13020,3078,4276,6584,6756,7043
13056	10573,10737,10788,11004,12015,13030,14003,14029,2525
12019	10551,10621,10784,11013,12035,13039,13040,14055,8010,91043,9322
13041	11002,11052,13046,14028,4592,6584
14010	10500,10501,10505,10573,10581,10585,10706,10727,11001,12001,12008,12046,1265,13001,13004,13013,13016,14007,14008,14011,14012,14015,14068,830
13040	10605,12001,13056,14008,14022,14074
9017	10391,10528,10551,10598,10633,11037,11056,12033,12042,13029,13039,14034,14038,14055,14061,14070,6455,6685,91043,9322
10540	12011,12033,13003,13034,13042,13048,13055,14004,14021,14026,14041,14051,14060,6584
8032	11006,12016,12027,12031,13037,14026,3775
10703	10421,13030,13032,14068,3769,5326,7610,8080,8474
8247	10534,11011,11050,12006,12029,14045,4592
14028	10625,14019
10505	10621,10640,10784,10790,10793,12035,12047
14051	10705,11019,12030
8507	10550,10564,10567,10574,10583,10599,10607,10788,11005,11042,12001,12029,12031,12046,13012,14000,14031,2513,4043,7333,7671,9056,9551
10572	14002,14051
2009	10640,3224
10722	10527,10539,10638,10794,11015,11034,11051,12022,13052,14024,14046,7995,91043
12017	10611
12040	10551,10621,10784,10793,11061,11064,12030,12035,12042,13039,14042,14051,14053,7610
14034	12046,14033
11061	10588,10705,10766,11014,12040
10512	10528,10551,10585,10588,10737,11002,11038,11061,11064,12010,13013,13029,1577,4592,7043,7671,789,7995
14030	11038,12031,13029,14020,14047,14051,14060
10595	10757,10784,11014,12030,12042,13010,13011,13030,13032,6936,8080
12033	14013
13038	13023
10722	10501,10712,10739,10773,10785,11045,14050,2525,9322
10706	10717,10721,11000,11037,12014,5058
11061	10505,10508,10733,10757,12036,13048,14000,14053,2525,6936
9623	10511,10588,3830
12019	13003
12030	10508,10511,10551,10577,10583,10595,10713,10757,12008,12009,13004,13011,13015,13031,13035,2513,2594,9322
10706	10732
10794	10573,10583,10598,10609,10640,10727,10773,11001,12010,12030,13001,13009,13020,13047,14004,14007,14020,14033,2476,2513,3268,6936,7845,8010
13050	10561,10598,10794,12033,12035,12048,13014,13020,13039,14050,14054
10625	12029
14070	10595,10723,11014,11019,13024,14062,6756
2009	10508,10585,10588,10705,10713,10727,11004,12008,12009,12013,1265,13001,13004,13009,13013,2660,2752,830
90618	10500,10511,10573,10577,10583,10700,10705,10713,11004,11013,12001,12008,12009,13004,13010,13011,13013,14008,2329,2513,2594,267
12047	10749,10794,13036,14044
10738	10640,10717,11037,14021,633
10391	10609,13043
10534	13020
11047	10511,10595,10601,10757,11013,12035,13021,13045,13047,14007,14028,14032,14039,14045,14051,14067,4276
9623	10540,10561,10599,10609,10621,10737,10756,10757,10790,11064,12036,12040,13024,13030,13039,14029,14038,14049,14051,5101,6936,7333,8010,8084
948	10505,10577,10595,10727,10756,10757,11011,11015,11016,11067,12003,12008,12016,13004,13016,13024,14029,14050,2329,2513,7043,7333,7343,93033,9322
13031	11064,12008,12040,13032,13048,14051,2594
7343	10505,10595,10756,11051,7671,948
267	10511,10527,10573,10737,12001,12019,13024,13040,3775
10700	10614,10737,13035,14015
12038	10573,10581,10726,10733,10738,10766,10788,11016,11023,11031,12000,12026,12039,13007,13008,13012,13018,13036,14005,14010,14015,14017,14044,14048
1265	6756
12038	10550,10563,10567,10614,10766,11037,11042,12027,12036,13037,14058,6584,7232,7498,8549,8866,9230,9802
12007	10512,11064,13031,3929,91043
13050	14044,14054
12015	10606,10607,10621,10784,11038,11056,11060,12033,12047,13020,13025,13029,13037,7043,7333
3830	10585,11038
8080	14014
2594	10551,10577,10583,10611,10713,11014,12008,12009,13001,13004,13011,13030,13031,13035,13037,14008,14039,14053,3224,6936,7043,7610
13047	10502,10564,10598,11007,11014,11016,11022,11036,11047,11057,12015,12026,12029,13018,13025,13034,13041,13048,13049,2533,3171,3242
13011	10511,11064,12009,13040,14022,14039,14068,830
10581	14051
14004	10534,10550,11025,11035,11042,11047,11057,12037,13002,13034,13041,14007,14023,14043,14052,14069
12042	10421,10581,10605,10717,10721,11054,11064,12031,12040,12044,13042,14018,14019,14061,14062,14066,14075,1763,3078,3553,6936,7845,789,830
12003	13037
12001	10505,10553,10573,10579,10583,10599,10621,10640,10790,10793,11038,12037,13010,13046,14020,14028,14040,14053
12035	10733,10738,10793,11027,12001,12007,13050,14039,14046,14056
5101	10583
10737	10611
3224	10607
7845	10527,10606,12017,1282,13002,13015,14004,14011,14020,1941,2383,2525,4592
14033	7498
12033	12012
13030	14022,2594
11056	10620,1154,12022,12039,13036,14039,2525,2672,3929,6756
9623	10391,10551,10605,10790,11014,11064,11067,13013,13031,13035,13040,14029,2660
11060	11041,12040
10585	10463
1154	13003
10703	10793,11064,13030,13032,13039,13043,14039,14041,14043,14047,14061,14065,14066,14072,14074,6685,7610
10756	10577,10581,10700,10784,13001,14027
11061	10583,10588,10620,10633,10640,10784,10793,11064,12008,12023,12030,12044,13001,13007,13031,14008,14022,14039,14059,14068,2525,6756,7824
13026	10539,10561,10567,10605,10611,10639,10756,11000,11013,11042,12037,13004,13039,13040,13046,14029,14051,14066,267,3929,7498,789,9241,9322
8084	10640,13001
11013	10737,11014,12027
14030	10517,10526,10528,11037,11050,12039,12042,13012,13016,14000,14014,14017,14028,14032,8474
10786	10539,12017,13040
12017	10596,12015,12027,12031
10585	10421,10512,11037,13020,13026,13029,13052,14027,14039,3321,9230,9322,9623
10740	10606,10771,11032,11041,12023,14014
12003	13021
10606	14065
8247	12022
10721	10706,10717,11000,11025,11037,12014,5058,8507
10611	10592,10599,10626,11045,12047,13030,13056,14031,14055,14060,1763,9072
14053	10621,10713,11013,12008,12030,12044,13011,13035,14030,14055
8084	10421,10540,10566,10583,10703,10713,10732,12039,13030,13032,13040,14041,14068,2605,4276,5900,7043,7824,8474,91043,948
13014	12048,13045,14053,9017
948	10539,10609,10757,12016,14030,2009,2605,7343,7610,7671
13046	12010
12003	10391,11056,12033,14061,14063
4592	10596,10756,11016,11064,11066,12013,12033,12037,12041,12048,14028,14029,2752,7995
13026	10539,10626,10715,10726,11063,12000,12022,12036,12037,12046,13024,13039,13041,13045,14010,14029,14042,14053,14060,14068,3775,9241,9551
12003	10550,10638,10727,10778,10788,11000,12007,12013,12042,12046,13008,13010,13012,13020,13021,14029,14047,2672,4592,6455,6584,7333,7610,90618
13047	10583,10588,10599,11015,12018,12040,13015,13016,13018,13019,13020,13031,4276
10620	10508,10551,10583,10591,10595,10605,10621,10640,10737,10739,11013,11061,11064,12027,12031,12035,12040,4276,6756,6936
9072	11001,12012,13048,13056,14004,14067
10620	11013
6661	10391,10722,1087,11019,11063,12000,12019,12037,13001,13045,14030,3078,6756
12047	10551,10640,11060,12035,12042,12048,13039,13045,14046,14050,7610,8010
11061	10512,12000,13004,2706,6584
11057	10559,10625,12029
789	10585,6860
11046	11063,14007,3224
6756	10511,10737,11013
1265	10512,10573,10581,10585,10595,10713,10737,11004,11027,12008,12037,12040,12044,13016,13029,13030,13031,14029,14039,2476,2594,267,3171,4276
6936	10706,10784,12035,12039,13035,13048
8032	11027,12017,12031,13050,14024
12019	10505,10551,10599,10757,11064,12048,13031,13035,13039,13040,14039,6756,7333
13005	10540,10588,10596,10601,10737,10739,11019,11032,11063,12022,12036,12040,13016,13021,13024,13031,13050,13052,14017,14021,14039,14072,3929,4276
10511	11038
14070	10421,10500,10508,10551,10737,11014,11019,11056,12019,12040,13003,14010,14015,14042,14047,14048,14055,14068,14072,14075,6685,830,9322
14062	10391,10520,10550,10579,10614,10625,1077,10783,11013,11023,11066,1282,14027,14037,14054,14064,1577,3171,4957,5924,7232,7498,9230
2594	10585,10700,10790,13024,13037,14053
12036	11060,12008,12030,12042,13001,14017,14022,8549
10501	10581,11015,11019,12030,12033,12035,12039,13013,14020,1763,2594,7671,948
13001	10551,11064,12030,7610
14057	14022,8866
7333	10587,10595,10793,11062,12008,12040
11051	10585,10726,10756,10783,12036,13015,14010,14045,14072,4276
11014	10591,2513
9072	10539,2706
10757	10540,10573,10583,10599,10621,10640,10705,10737,10739,10790,11000,11061,12008,12009,13001,13003,13013,13035,14029,14048,6756
12047	10539,10545,10598,10607,10611,10738,10739,10788,11027,11037,11064,12017,12040,13020,13021,13029,13031,13032,14034,4043,4276,5929,6584,93033
2329	10551,10561,10613,10614,10621,10626,11042,11064,12029,12042,13035,13039,13042,13043,14041,14046,14050,14051,6936,7228,7671,8010,8474,8564
7824	6756,9322,9623
10733	10551,10614,10640,10793,11064,12029,12035,12042,13037,13045,14039,14047,14053,14061
10601	10527,10737
10756	10573,10585,10595,10606,10726,10727,10737,11014,11064,12008,12040,13001,13004,13011,13030,13031,13039,14008,14029,14048,6584,7343,9322
10528	10784,13015,13045
14051	13001
10607	10591,10592,10596,11001,11067,12010,12013,12035,12048,13001,13004,13014,13021,14015,14034,14038,14047,14061,2513,2752,3224,3364,7995,8268
7232	10520,10551,10573,10583,10595,10596,10757,10766,10793,11014,11035,12035,13013,13024,13031,13037,13039,13048,14029,14053,6584,7333,7610,8010
10511	10545,10640,10757,10783,10785,10790,11057,12029,12033,13031,13038,13039,13046,14039,14042,14053,14063,6936,7333,7845,8549,90618,91043
10508	10525,10528,10534,10585,10587,10591,10592,10595,10596,10599,10732,10737,10740,10788,11063,11067,12019,13026,14018,14031,14036,14038,3553,4957
12001	10249,11013,12015,12046,13004,13013,13039,14008,14017,14054,14067
13002	10511
13056	10785,11042,11061,11064,12033,13045,14055
13004	10520,10583,10586,10591,10595,10599,10737,10738,11011,11014,11019,12016,12018,12019,12040,13013,14022,14029,2513,2706,3769,4043,4276
10551	10511,10573,10577,10583,10595,10705,10713,11004,12008,12040,13001,13004,13010,14008,2594,4276
12036	10605,12010
11019	10625,8247,9230
789	10391,10525,10527,10550,10579,10581,10592,10626,10739,11020,11059,12001,12026,12042,13005,14009,14052,14061,1763,2672,3769,4957,5058,5326
12040	10540,10551,10613,10766,10790,11064,12027,13035,13040,14047,14048,14053,2009,6661,6685,6756,6936,7333,7610,7824,8010,8084,90618,91043
10737	10091,10609,10613,10739,11022,11046,12042,12046,14034,14046,2329,3364,8010,9322
11041	11001,11021,14029,14039,14046
10621	14051
13027	14042
90618	10421,10611,11014,12030,13001,13037,14027,14066
10566	10527,2752
10501	12010,13016,13052,14008,14050,2009,8010
6532	10583,10585,10587,10723,11014,11067,12013,12015,12046,13012,13013,13015,13037,14014,14015,2513,2660,2706,2752,3078,3171,3224,3553,9623
3775	10566
7333	10551,10573,10594,10598,10605,10620,10621,10640,10790,11014,11057,11064,12042,13039,14016,14055,14067,2594,3224,8084,91043
10508	10713,10739,13003,13016,14003,14051,14061,14067
10581	10391,10559,10561,10626,11059,12017,12046,13005,13027,13037,14000,14003,14017,14045,14061,2525,4592
12015	10500,10573,10598,10601,10737,11038,12007,12036,12042,12046,13014,13020,13021,13025,13029,14003,14009,14029,2009,5101,633,6756,7671,8010
14054	11001,13027,13039
13056	14055
14055	10421,10561,10563,10611,10613,12013,12026,12027,12030,12047,13035,13043,14038,14042,14047,14051,14061,14072,14074,7333,8032,8507,8549
8080	10505,10583,10588,10591,10700,10705,10706,11014,12008,13001,13004,13010,14012,2009
12003	10511,10573,10585,10737,11064,12008,13048,14008,14022,1763,2513,4276,6936,9623
10511	10640
14068	11064
13029	12008,13016,14050,14055
3224	10559,10710,11027,12017,12023,14043,2009
5873	10574,10611,10620,10633,10786,11066,12015,12037,13008
12031	10585,10626,10721,13024,13048,14032,14057,5098
12017	10561,10564,10609,10738,11001,11015,11041,11052,12003,13030,13032,14018,14044,14051,2594,8084,9240
14055	10793,11064,12035,13038,14049,14050,6756,8010,9322
8032	10710,11027,12017,12027,12031,13037,6860
2594	10577,10599,10605,3224,5900,8010
6860	3775
10564	11041
2009	10391,10563,10609,10621,10784,11063,12030,12035,13031,14022,14039,6661,91043
6584	13040,8564,9623
8080	10757,11064,12031,12040,13031,13039,14019,14029,14039,4276
14015	10784,12013,14038,14061,7995
2672	9241
10794	10526,10599,10607,10737,11004,11005,11014,11035,11064,12006,12008,12035,12038,12040,12042,13016,13023,13039,14024,14029,14031,14055,1620,7333
14054	11000,11001,11034,11058,13003,13029,13031,13032,13050,14046,267,7333,7671
14045	10502,10539,10611,10705,10766,10773,10786,11034,12030,13001,13010,13019,13040,13043,14018,14054,14066,267,4247,4957,6548,9623
14030	10601,13024
9623	11019
2605	10545,10577,11032,11060,12010,12031,13010,13029,13045,14055
2605	10631,12037
10706	10581,10601,10719,10723,11015,11050,12030,12044,13014,13045,14007,14023,14039,14068,1577,2605
13035	10551,10573,10620,10713,10737,10784,11027,11064,12008,12019,12030,12040,13001,13030,13031,13039,14008,14022,14053,2594,6584,7333,7610
13036	10767,1154,12011,12033,13055,14013,14043,2706,9802
12003	11021
11034	11007,12010,14014,2009,7228,8866
14010	10784,13040,91043
10091	10553,10598,12041,13015,13029,14011,3268
12042	10501,10511,10551,10583,10613,10738,10766,11000,11006,11056,11057,11061,12001,12018,12039,12047,13013,13016,14050,14068,14072,14074,7333
10595	10511,10520,10577,10583,10585,10594,10705,10713,10727,12001,12008,12009,13001,13004,13010,13011,13037,14008,1763,2009,2513,2594,835
10786	11041,13020,13052,2525,3364,8268
11061	10500,10528,10573,10581,10585,10588,10705,10713,10727,10737,10738,11014,11015,13004,13013,2605,3078,7824
8507	10587
6532	11038,13046,14059,4957,9623
10528	10502,10567,10616,12027
9322	7343
6685	10591,10620,10778,11014,1763,2513,3224,8247
6455	10596,10601,10631,11041,13020,2752,3775
11058	11054,12015
8507	10581,12007,12013,13021,13036,14017,14028,14038,7610
2605	10511,10551,11001,11013,11019,12040,13001,13035,13039,13050,14011,14037,14053,14055
10739	10551,10594,10727,10790,11015,11054,12016,14008,14053,2009
14022	10705,13001,13013,14039,14053,14055
11027	10545,10767,10778,11019,12019,14050,4276
12019	10588,13029,13035,1577
3830	8268
13056	10733
